ID,DATE,AWAY,HOME
96,45244,NJD,WPG
97,45244,FLA,SJS
98,45245,PHI,CAR
99,45245,SEA,EDM
100,45245,ANA,COL
101,45245,NYI,VAN
102,45246,DET,OTT
103,45246,ARI,CBJ
104,45246,VGK,MTL
105,45246,NJD,PIT
106,45246,TBL,CHI
107,45246,VAN,CGY
108,45246,NYI,SEA
109,45246,FLA,LAK
110,45246,STL,SJS
111,45247,TOR,DET
112,45247,BUF,WPG
113,45247,FLA,ANA
114,45248,MIN,OTT
115,45248,VGK,PHI
116,45248,CHI,NSH
117,45248,EDM,TBL
118,45248,MTL,BOS
119,45248,PIT,CAR
120,45248,NYI,CGY
121,45248,NYR,NJD
122,45248,ARI,WPG
123,45248,CBJ,WSH
124,45248,COL,DAL
125,45248,SEA,VAN
126,45248,STL,LAK
127,45249,TOR,MIN
128,45249,CBJ,PHI
129,45249,VGK,PIT
130,45249,BUF,CHI
131,45249,STL,ANA
132,45250,EDM,FLA
133,45250,BOS,TBL
134,45250,NYR,DAL
135,45250,COL,NSH
136,45250,LAK,ARI
137,45250,CGY,SEA
138,45250,SJS,VAN
139,45252,EDM,CAR
140,45252,CHI,CBJ
141,45252,NJD,DET
142,45252,BOS,FLA
143,45252,NYR,PIT
144,45252,WPG,TBL
145,45252,BUF,WSH
146,45252,PHI,NYI
147,45252,STL,ARI
148,45252,CGY,NSH
149,45252,VGK,DAL
150,45252,MTL,ANA
151,45252,VAN,COL
152,45252,SJS,SEA
153,45254,DET,BOS
154,45254,NYR,PHI
155,45254,TOR,CHI
156,45254,CBJ,NJD
157,45254,NSH,STL
158,45254,EDM,WSH
159,45254,LAK,ANA
160,45254,MTL,SJS
161,45254,PIT,BUF
162,45254,NYI,OTT
163,45254,TBL,CAR
164,45254,WPG,FLA
165,45254,CGY,DAL
166,45254,COL,MIN
167,45254,VAN,SEA
168,45255,BOS,NYR
169,45255,MTL,LAK
170,45255,BUF,NJD
171,45255,TOR,PIT
172,45255,PHI,NYI
173,45255,CGY,COL
174,45255,VAN,SJS
175,45255,ARI,VGK
176,45256,MIN,DET
177,45256,STL,CHI
178,45256,CBJ,CAR
179,45256,WPG,NSH
180,45256,ANA,EDM
181,45257,BOS,CBJ
182,45257,BUF,NYR
183,45257,FLA,OTT
184,45257,TBL,COL
185,45257,VGK,CGY
186,45257,WSH,SJS
187,45258,NYI,NJD
188,45258,CAR,PHI
189,45258,FLA,TOR
190,45258,STL,MIN
191,45258,PIT,NSH
192,45258,DAL,WPG
193,45258,SEA,CHI
194,45258,TBL,ARI
195,45258,VGK,EDM
196,45258,ANA,VAN
197,45259,MTL,CBJ
198,45259,DET,NYR
199,45259,WSH,LAK
200,45260,SJS,BOS
201,45260,NYI,CAR
202,45260,CHI,DET
203,45260,FLA,MTL
204,45260,NJD,PHI
205,45260,PIT,TBL
206,45260,SEA,TOR
207,45260,MIN,NSH
208,45260,BUF,STL
209,45260,EDM,WPG
210,45260,COL,ARI
211,45260,DAL,CGY
212,45260,WSH,ANA
213,45260,VGK,VAN
214,45261,OTT,CBJ
215,45261,SJS,NJD
216,45262,TBL,DAL
217,45262,CHI,WPG
218,45262,NYR,NSH
219,45262,NYI,FLA
220,45262,BUF,CAR
221,45262,DET,MTL
222,45262,SEA,OTT
223,45262,PHI,PIT
224,45262,BOS,TOR
225,45262,STL,ARI
226,45262,COL,ANA
227,45262,VAN,CGY
228,45262,WSH,VGK
229,45263,CHI,MIN
230,45263,SJS,NYR
231,45263,CBJ,BOS
232,45263,NSH,BUF
233,45263,COL,LAK
234,45264,PIT,PHI
235,45264,DAL,TBL
236,45264,SEA,MTL
237,45264,CAR,WPG
238,45264,WSH,ARI
239,45264,STL,VGK
240,45265,DET,BUF
241,45265,LAK,CBJ
242,45265,NYR,OTT
243,45265,SJS,NYI
244,45265,NSH,CHI
245,45265,MIN,CGY
246,45265,ANA,COL
247,45265,NJD,VAN
248,45266,DAL,FLA
249,45266,PIT,TBL
250,45266,VGK,STL
251,45266,CAR,EDM
252,45267,BUF,BOS
253,45267,SJS,DET
254,45267,LAK,MTL
255,45267,TOR,OTT
256,45267,DAL,WSH
257,45267,CBJ,NYI
258,45267,TBL,NSH
259,45267,ANA,CHI
260,45267,PHI,ARI
261,45267,CAR,CGY
262,45267,WPG,COL
263,45267,NJD,SEA
264,45267,MIN,VAN
265,45268,STL,CBJ
266,45268,PIT,FLA
267,45268,MIN,EDM
268,45269,ARI,BOS
269,45269,NJD,CGY
270,45269,VGK,DAL
271,45269,MTL,BUF
272,45269,OTT,DET
273,45269,NSH,TOR
274,45269,NYR,WSH
275,45269,LAK,NYI
276,45269,STL,CHI
277,45269,PHI,COL
278,45269,TBL,SEA
279,45269,CAR,VAN
280,45270,FLA,CBJ
281,45270,NJD,EDM
282,45270,WSH,CHI
283,45270,NSH,MTL
284,45270,LAK,NYR
285,45270,WPG,ANA
286,45270,MIN,SEA
287,45270,SJS,VGK
288,45271,ARI,BUF
289,45271,TOR,NYI
290,45271,DET,DAL
291,45271,CGY,COL
292,45272,TOR,NYR
293,45272,CAR,OTT
294,45272,ARI,PIT
295,45272,PHI,NSH
296,45272,DET,STL
297,45272,CHI,EDM
298,45272,FLA,SEA
299,45272,TBL,VAN
300,45272,CGY,VGK
301,45272,WPG,SJS
302,45273,PIT,MTL
303,45273,BOS,NJD
304,45273,ANA,NYI
305,45273,BUF,COL
306,45273,WPG,LAK
307,45274,CAR,DET
308,45274,WSH,PHI
309,45274,CBJ,TOR
310,45274,CGY,MIN
311,45274,OTT,STL
312,45274,TBL,EDM
313,45274,CHI,SEA
314,45274,FLA,VAN
315,45275,NSH,CAR
316,45275,ANA,NYR
317,45275,BOS,NYI
318,45275,OTT,DAL
319,45275,SJS,ARI
320,45275,BUF,VGK
321,45276,VAN,MIN
322,45276,NYR,BOS
323,45276,NJD,CBJ
324,45276,NYI,MTL
325,45276,DET,PHI
326,45276,PIT,TOR
327,45276,COL,WPG
328,45276,WSH,NSH
329,45276,DAL,STL
330,45276,BUF,ARI
331,45276,TBL,CGY
332,45276,FLA,EDM
333,45276,LAK,SEA
334,45277,VAN,CHI
335,45277,WSH,CAR
336,45277,ANA,NJD
337,45277,SJS,COL
338,45277,OTT,VGK
339,45278,ANA,DET
340,45278,MIN,PIT
341,45278,MTL,WPG
342,45278,SEA,DAL
343,45278,FLA,CGY
344,45279,MIN,BOS
345,45279,CBJ,BUF
346,45279,VGK,CAR
347,45279,PHI,NJD
348,45279,STL,TBL
349,45279,NYR,TOR
350,45279,EDM,NYI
351,45279,VAN,NSH
352,45279,COL,CHI
353,45279,OTT,ARI
354,45279,LAK,SJS
355,45280,DET,WPG
356,45280,NYI,WSH
357,45280,SEA,LAK
358,45281,TOR,BUF
359,45281,WSH,CBJ
360,45281,STL,FLA
361,45281,EDM,NJD
362,45281,NSH,PHI
363,45281,CAR,PIT
364,45281,VGK,TBL
365,45281,VAN,DAL
366,45281,MTL,MIN
367,45281,OTT,COL
368,45281,CGY,ANA
369,45281,ARI,SJS
370,45282,PHI,DET
371,45282,EDM,NYR
372,45282,BOS,WPG
373,45282,MTL,CHI
374,45283,VGK,FLA
375,45283,DAL,NSH
376,45283,NYI,CAR
377,45283,TOR,CBJ
378,45283,BOS,MIN
379,45283,DET,NJD
380,45283,PIT,OTT
381,45283,TBL,WSH
382,45283,BUF,NYR
383,45283,SEA,ANA
384,45283,CHI,STL
385,45283,ARI,COL
386,45283,CGY,LAK
387,45283,SJS,VAN
388,45287,CBJ,NJD
389,45287,WSH,NYR
390,45287,FLA,TBL
391,45287,OTT,TOR
392,45287,BOS,BUF
393,45287,PIT,NYI
394,45287,DET,MIN
395,45287,CAR,NSH
396,45287,DAL,STL
397,45287,COL,ARI
398,45287,WPG,CHI
399,45287,SEA,CGY
400,45287,VGK,ANA
401,45287,SJS,LAK
402,45288,MTL,CAR
403,45288,PHI,VAN
404,45288,LAK,VGK
405,45288,EDM,SJS
406,45289,TOR,CBJ
407,45289,NSH,DET
408,45289,NYR,FLA
409,45289,NJD,OTT
410,45289,WSH,NYI
411,45289,CHI,DAL
412,45289,COL,STL
413,45289,ARI,ANA
414,45289,PHI,SEA
415,45290,MIN,WPG
416,45290,CBJ,BUF
417,45290,NJD,BOS
418,45290,MTL,FLA
419,45290,STL,PIT
420,45290,NYR,TBL
421,45290,CAR,TOR
422,45290,NSH,WSH
423,45290,EDM,LAK
424,45291,WPG,MIN
425,45291,BOS,DET
426,45291,BUF,OTT
427,45291,NYI,PIT
428,45291,MTL,TBL
429,45291,EDM,ANA
430,45291,PHI,CGY
431,45291,SJS,COL
432,45291,CHI,DAL
433,45292,VGK,SEA
434,45293,BOS,CBJ
435,45293,CAR,NYR
436,45293,WSH,PIT
437,45293,MTL,DAL
438,45293,CGY,MIN
439,45293,CHI,NSH
440,45293,TBL,WPG
441,45293,FLA,ARI
442,45293,NYI,COL
443,45293,PHI,EDM
444,45293,OTT,VAN
445,45293,TOR,LAK
446,45293,DET,SJS
447,45294,NJD,WSH
448,45294,TOR,ANA
449,45295,PIT,BOS
450,45295,BUF,MTL
451,45295,CHI,NYR
452,45295,CBJ,PHI
453,45295,COL,DAL
454,45295,TBL,MIN
455,45295,CGY,NSH
456,45295,VAN,STL
457,45295,NYI,ARI
458,45295,OTT,SEA
459,45295,FLA,VGK
460,45295,DET,LAK
461,45295,WPG,SJS
462,45296,CHI,NJD
463,45296,CAR,WSH
464,45296,WPG,ANA
465,45297,CGY,PHI
466,45297,FLA,COL
467,45297,TBL,BOS
468,45297,STL,CAR
469,45297,MIN,CBJ
470,45297,NYR,MTL
471,45297,VAN,NJD
472,45297,BUF,PIT
473,45297,TOR,SJS
474,45297,NSH,DAL
475,45297,OTT,EDM
476,45297,NYI,VGK
477,45298,CGY,CHI
478,45298,LAK,WSH
479,45298,WPG,ARI
480,45298,DET,ANA
481,45299,VAN,NYR
482,45299,PIT,PHI
483,45299,DAL,MIN
484,45299,BOS,COL
485,45300,SEA,BUF
486,45300,LAK,TBL
487,45300,SJS,TOR
488,45300,VAN,NYI
489,45300,ANA,NSH
490,45300,FLA,STL
491,45300,CBJ,WPG
492,45300,EDM,CHI
493,45300,BOS,ARI
494,45300,OTT,CGY
495,45301,MTL,PHI
496,45301,MIN,DAL
497,45301,VGK,COL
498,45302,OTT,BUF
499,45302,ANA,CAR
500,45302,EDM,DET
501,45302,LAK,FLA
502,45302,SJS,MTL
503,45302,VAN,PIT
504,45302,NJD,TBL
505,45302,SEA,WSH
506,45302,TOR,NYI
507,45302,NYR,STL
508,45302,CHI,WPG
509,45302,CGY,ARI
510,45302,BOS,VGK
511,45303,NSH,DAL
512,45303,PHI,MIN
513,45304,NYR,WSH
514,45304,VAN,BUF
515,45304,SJS,OTT
516,45304,NJD,FLA
517,45304,PIT,CAR
518,45304,SEA,CBJ
519,45304,LAK,DET
520,45304,EDM,MTL
521,45304,ANA,TBL
522,45304,COL,TOR
523,45304,PHI,WPG
524,45304,DAL,CHI
525,45304,ARI,MIN
526,45304,NYI,NSH
527,45304,BOS,STL
528,45304,CGY,VGK
529,45305,WSH,NYR
530,45305,DET,TOR
531,45306,NJD,BOS
532,45306,SJS,BUF
533,45306,VAN,CBJ
534,45306,ANA,FLA
535,45306,LAK,CAR
536,45306,NYI,MIN
537,45306,SEA,PIT
538,45306,COL,MTL
539,45306,PHI,STL
540,45306,NSH,VGK
541,45307,SEA,NYR
542,45307,COL,OTT
543,45307,ANA,WSH
544,45307,LAK,DAL
545,45307,NYI,WPG
546,45307,SJS,CHI
547,45307,ARI,CGY
548,45307,TOR,EDM
549,45308,DET,FLA
550,45308,MTL,NJD
551,45308,CHI,BUF
552,45309,COL,BOS
553,45309,MTL,OTT
554,45309,DAL,PHI
555,45309,MIN,TBL
556,45309,STL,WSH
557,45309,TOR,CGY
558,45309,SEA,EDM
559,45309,NSH,LAK
560,45309,ARI,VAN
561,45309,NYR,VGK
562,45310,DET,CAR
563,45310,NJD,CBJ
564,45310,MIN,FLA
565,45310,NYI,CHI
566,45311,TBL,BUF
567,45311,COL,PHI
568,45311,NSH,ARI
569,45311,WPG,OTT
570,45311,MTL,BOS
571,45311,DAL,NJD
572,45311,TOR,VAN
573,45311,WSH,STL
574,45311,EDM,CGY
575,45311,ANA,SJS
576,45311,PIT,VGK
577,45311,NYR,LAK
578,45312,OTT,PHI
579,45312,MIN,CAR
580,45312,TBL,DET
581,45312,DAL,NYI
582,45312,NYR,ANA
583,45312,TOR,SEA
584,45313,WPG,BOS
585,45313,VGK,NJD
586,45313,FLA,NSH
587,45313,PIT,ARI
588,45313,CHI,VAN
589,45313,SJS,LAK
590,45314,DAL,DET
591,45314,OTT,MTL
592,45314,TBL,PHI
593,45314,VGK,NYI
594,45314,WSH,MIN
595,45314,STL,CGY
596,45314,CBJ,EDM
597,45314,BUF,ANA
598,45314,NYR,SJS
599,45315,ARI,FLA
600,45315,WPG,TOR
601,45315,CAR,BOS
602,45315,WSH,COL
603,45315,CHI,SEA
604,45315,STL,VAN
605,45315,BUF,LAK
606,45316,NJD,CAR
607,45316,PHI,DET
608,45316,NYI,MTL
609,45316,BOS,OTT
610,45316,ARI,TBL
611,45316,ANA,DAL
612,45316,NSH,MIN
613,45316,CBJ,CGY
614,45316,CHI,EDM
615,45317,VGK,NYR
616,45317,FLA,PIT
617,45317,LAK,COL
618,45317,STL,SEA
619,45318,BOS,PHI
620,45318,WSH,DAL
621,45318,NSH,EDM
622,45318,BUF,SJS
623,45318,ARI,CAR
624,45318,VGK,DET
625,45318,NYR,OTT
626,45318,MTL,PIT
627,45318,NJD,TBL
628,45318,TOR,WPG
629,45318,FLA,NYI
630,45318,ANA,MIN
631,45318,CHI,CGY
632,45318,CBJ,VAN
633,45319,LAK,STL
634,45319,CBJ,SEA
635,45320,NSH,OTT
636,45321,CBJ,STL
637,45321,SEA,SJS
638,45322,OTT,DET
639,45322,LAK,NSH
640,45322,SJS,ANA
641,45327,COL,NYR
642,45327,NYI,TOR
643,45328,CGY,BOS
644,45328,DAL,BUF
645,45328,VAN,CAR
646,45328,PHI,FLA
647,45328,COL,NJD
648,45328,WPG,PIT
649,45328,MTL,WSH
650,45328,EDM,VGK
651,45329,TBL,NYR
652,45329,DAL,TOR
653,45329,MIN,CHI
654,45330,VAN,BOS
655,45330,WSH,FLA
656,45330,CGY,NJD
657,45330,WPG,PHI
658,45330,TBL,NYI
659,45330,COL,CAR
660,45330,VGK,ARI
661,45331,PIT,MIN
662,45331,NYR,CHI
663,45331,EDM,ANA
664,45332,STL,BUF
665,45332,VAN,DET
666,45332,DAL,MTL
667,45332,CGY,NYI
668,45332,WSH,BOS
669,45332,COL,FLA
670,45332,NJD,CAR
671,45332,TBL,CBJ
672,45332,TOR,OTT
673,45332,SEA,PHI
674,45332,PIT,WPG
675,45332,ARI,NSH
676,45332,EDM,LAK
677,45333,STL,MTL
678,45333,VAN,WSH
679,45334,SEA,NJD
680,45334,CGY,NYR
681,45334,ARI,PHI
682,45334,MIN,VGK
683,45335,TBL,BOS
684,45335,LAK,BUF
685,45335,ANA,MTL
686,45335,CBJ,OTT
687,45335,STL,TOR
688,45335,COL,WSH
689,45335,SEA,NYI
690,45335,CAR,DAL
691,45335,NJD,NSH
692,45335,VAN,CHI
693,45335,DET,EDM
694,45336,FLA,PIT
695,45336,SJS,WPG
696,45336,MIN,ARI
697,45337,SEA,BOS
698,45337,FLA,BUF
699,45337,LAK,NJD
700,45337,MTL,NYR
701,45337,ANA,OTT
702,45337,COL,TBL
703,45337,PHI,TOR
704,45337,EDM,STL
705,45337,PIT,CHI
706,45337,SJS,CGY
707,45337,DAL,NSH
708,45337,DET,VAN
709,45338,CAR,ARI
710,45339,EDM,DAL
711,45339,OTT,CHI
712,45339,DET,CGY
713,45339,LAK,BOS
714,45339,BUF,MIN
715,45339,NSH,STL
716,45339,FLA,TBL
717,45339,WSH,MTL
718,45339,ANA,TOR
719,45339,PHI,NJD
720,45339,WPG,VAN
721,45339,CBJ,SJS
722,45339,CAR,VGK
723,45340,NYR,NYI
724,45340,ARI,COL
725,45340,LAK,PIT
726,45341,ANA,BUF
727,45341,DAL,BOS
728,45341,TOR,STL
729,45341,VAN,MIN
730,45341,DET,SEA
731,45341,EDM,ARI
732,45341,WPG,CGY
733,45341,VGK,SJS
734,45341,CHI,CAR
735,45341,OTT,TBL
736,45342,OTT,FLA
737,45342,DAL,NYR
738,45342,NYI,PIT
739,45342,NJD,WSH
740,45342,MIN,WPG
741,45342,VAN,COL
742,45342,NSH,VGK
743,45342,CBJ,LAK
744,45343,BUF,MTL
745,45343,PHI,CHI
746,45343,CBJ,ANA
747,45343,TOR,ARI
748,45343,BOS,EDM
749,45344,FLA,CAR
750,45344,COL,DET
751,45344,NYR,NJD
752,45344,DAL,OTT
753,45344,MTL,PIT
754,45344,WSH,TBL
755,45344,NYI,STL
756,45344,BOS,CGY
757,45344,VAN,SEA
758,45344,TOR,VGK
759,45344,NSH,LAK
760,45345,BUF,CBJ
761,45345,WPG,CHI
762,45345,MIN,EDM
763,45346,MTL,NJD
764,45346,TBL,NYI
765,45346,NYR,PHI
766,45346,WSH,FLA
767,45346,DAL,CAR
768,45346,TOR,COL
769,45346,STL,DET
770,45346,VGK,OTT
771,45346,BOS,VAN
772,45346,CGY,EDM
773,45346,MIN,SEA
774,45346,NSH,SJS
775,45346,ANA,LAK
776,45347,TBL,NJD
777,45347,PHI,PIT
778,45347,CAR,BUF
779,45347,NYR,CBJ
780,45347,DET,CHI
781,45347,ARI,WPG
782,45347,NSH,ANA
783,45348,OTT,WSH
784,45348,NYI,DAL
785,45348,LAK,EDM
786,45348,BOS,SEA
787,45349,WSH,DET
788,45349,BUF,FLA
789,45349,ARI,MTL
790,45349,TBL,PHI
791,45349,VGK,TOR
792,45349,CAR,MIN
793,45349,OTT,NSH
794,45349,STL,WPG
795,45349,LAK,CGY
796,45349,DAL,COL
797,45349,PIT,VAN
798,45349,NJD,SJS
799,45350,CBJ,NYR
800,45350,STL,EDM
801,45351,VGK,BOS
802,45351,CAR,CBJ
803,45351,NYI,DET
804,45351,MTL,FLA
805,45351,BUF,TBL
806,45351,ARI,TOR
807,45351,WPG,DAL
808,45351,MIN,NSH
809,45351,COL,CHI
810,45351,PIT,SEA
811,45351,LAK,VAN
812,45351,ANA,SJS
813,45352,ARI,OTT
814,45352,PHI,WSH
815,45352,NJD,ANA
816,45353,WPG,CAR
817,45353,BOS,NYI
818,45353,EDM,SEA
819,45353,COL,NSH
820,45353,VGK,BUF
821,45353,FLA,DET
822,45353,OTT,PHI
823,45353,MTL,TBL
824,45353,NYR,TOR
825,45353,CBJ,CHI
826,45353,SJS,DAL
827,45353,MIN,STL
828,45353,PIT,CGY
829,45354,ARI,WSH
830,45354,NJD,LAK
831,45354,WPG,BUF
832,45354,SJS,MIN
833,45354,VAN,ANA
834,45354,PIT,EDM
835,45355,VGK,CBJ
836,45355,FLA,NYR
837,45355,STL,PHI
838,45355,BOS,TOR
839,45355,CHI,COL
840,45355,SEA,CGY
841,45356,EDM,BOS
842,45356,FLA,NJD
843,45356,CBJ,PIT
844,45356,STL,NYI
845,45356,MTL,NSH
846,45356,SEA,WPG
847,45356,CHI,ARI
848,45356,VAN,LAK
849,45356,DAL,SJS
850,45357,BUF,TOR
851,45357,DET,COL
852,45357,OTT,ANA
853,45358,TOR,BOS
854,45358,MTL,CAR
855,45358,EDM,CBJ
856,45358,PHI,FLA
857,45358,STL,NJD
858,45358,WSH,PIT
859,45358,CGY,TBL
860,45358,BUF,NSH
861,45358,MIN,ARI
862,45358,VAN,VGK
863,45358,OTT,LAK
864,45358,NYI,SJS
865,45359,DET,ARI
866,45359,MIN,COL
867,45359,DAL,ANA
868,45359,WPG,SEA
869,45360,EDM,BUF
870,45360,NSH,CBJ
871,45360,CAR,NJD
872,45360,PIT,BOS
873,45360,CGY,FLA
874,45360,TOR,MTL
875,45360,OTT,SJS
876,45360,PHI,TBL
877,45360,CHI,WSH
878,45360,STL,NYR
879,45360,WPG,VAN
880,45360,DET,VGK
881,45360,DAL,LAK
882,45361,EDM,PIT
883,45361,NSH,MIN
884,45361,CGY,CAR
885,45361,ARI,CHI
886,45361,NYI,ANA
887,45362,STL,BOS
888,45362,NJD,NYR
889,45362,WSH,WPG
890,45362,NYI,LAK
891,45363,DET,BUF
892,45363,NYR,CAR
893,45363,CBJ,MTL
894,45363,PIT,OTT
895,45363,SJS,PHI
896,45363,FLA,DAL
897,45363,ARI,MIN
898,45363,ANA,CHI
899,45363,COL,CGY
900,45363,VGK,SEA
901,45364,LAK,STL
902,45364,NSH,WPG
903,45364,WSH,EDM
904,45364,COL,VAN
905,45365,NYI,BUF
906,45365,FLA,CAR
907,45365,OTT,CBJ
908,45365,ARI,DET
909,45365,BOS,MTL
910,45365,TOR,PHI
911,45365,SJS,PIT
912,45365,NYR,TBL
913,45365,NJD,DAL
914,45365,ANA,MIN
915,45365,VGK,CGY
916,45365,WSH,SEA
917,45366,ANA,WPG
918,45366,LAK,CHI
919,45367,BUF,DET
920,45367,OTT,NYI
921,45367,NYR,PIT
922,45367,NJD,ARI
923,45367,TBL,FLA
924,45367,PHI,BOS
925,45367,SJS,CBJ
926,45367,MTL,CGY
927,45367,CAR,TOR
928,45367,LAK,DAL
929,45367,MIN,STL
930,45367,COL,EDM
931,45367,NSH,SEA
932,45367,WSH,VAN
933,45368,NYI,NYR
934,45368,NJD,VGK
935,45368,WPG,CBJ
936,45368,SJS,CHI
937,45368,CAR,OTT
938,45368,DET,PIT
939,45368,ANA,STL
940,45369,WSH,CGY
941,45369,BUF,SEA
942,45370,OTT,BOS
943,45370,CBJ,DET
944,45370,PIT,NJD
945,45370,WPG,NYR
946,45370,TOR,PHI
947,45370,CAR,NYI
948,45370,SJS,NSH
949,45370,COL,STL
950,45370,MTL,EDM
951,45370,MIN,ANA
952,45370,CHI,LAK
953,45370,BUF,VAN
954,45370,TBL,VGK
955,45371,TOR,WSH
956,45371,ARI,DAL
957,45371,MIN,LAK
958,45372,NYR,BOS
959,45372,PHI,CAR
960,45372,NYI,DET
961,45372,NSH,FLA
962,45372,WPG,NJD
963,45372,STL,OTT
964,45372,BUF,EDM
965,45372,CHI,ANA
966,45372,MTL,VAN
967,45372,SEA,VGK
968,45372,TBL,SJS
969,45373,CAR,WSH
970,45373,PIT,DAL
971,45373,CBJ,COL
972,45373,SEA,ARI
973,45374,WPG,NYI
974,45374,BOS,PHI
975,45374,STL,MIN
976,45374,DET,NSH
977,45374,OTT,NJD
978,45374,EDM,TOR
979,45374,FLA,NYR
980,45374,CGY,VAN
981,45374,TBL,LAK
982,45374,CHI,SJS
983,45374,CBJ,VGK
984,45375,WPG,WSH
985,45375,PIT,COL
986,45375,NJD,NYI
987,45375,TOR,CAR
988,45375,EDM,OTT
989,45375,FLA,PHI
990,45375,DAL,ARI
991,45375,TBL,ANA
992,45375,BUF,CGY
993,45375,MTL,SEA
994,45376,VGK,STL
995,45376,LAK,VAN
996,45377,BOS,FLA
997,45377,PHI,NYR
998,45377,CAR,PIT
999,45377,NJD,TOR
1000,45377,DET,WSH
1001,45377,VGK,NSH
1002,45377,EDM,WPG
1003,45377,CGY,CHI
1004,45377,MTL,COL
1005,45377,CBJ,ARI
1006,45377,ANA,SEA
1007,45377,DAL,SJS
1008,45378,OTT,BUF
1009,45378,BOS,TBL
1010,45379,DET,CAR
1011,45379,NYI,FLA
1012,45379,PHI,MTL
1013,45379,CHI,OTT
1014,45379,CBJ,PIT
1015,45379,WSH,TOR
1016,45379,SJS,MIN
1017,45379,CGY,STL
1018,45379,VGK,WPG
1019,45379,NYR,COL
1020,45379,LAK,EDM
1021,45379,NSH,ARI
1022,45379,ANA,SEA
1023,45379,DAL,VAN
1024,45380,NJD,BUF
1025,45381,DET,FLA
1026,45381,VGK,MIN
1027,45381,ANA,EDM
1028,45381,NYR,ARI
1029,45381,NSH,COL
1030,45381,TOR,BUF
1031,45381,PIT,CBJ
1032,45381,CAR,MTL
1033,45381,CHI,PHI
1034,45381,NYI,TBL
1035,45381,OTT,WPG
1036,45381,BOS,WSH
1037,45381,SJS,STL
1038,45381,LAK,CGY
1039,45381,DAL,SEA
1040,45382,ANA,VAN
1041,45383,COL,CBJ
1042,45383,PIT,NYR
1043,45383,NYI,PHI
1044,45383,DET,TBL
1045,45383,FLA,TOR
1046,45383,EDM,STL
1047,45383,LAK,WPG
1048,45383,SEA,SJS
1049,45384,WSH,BUF
1050,45384,FLA,MTL
1051,45384,PIT,NJD
1052,45384,CHI,NYI
1053,45384,OTT,MIN
1054,45384,BOS,NSH
1055,45384,ANA,CGY
1056,45384,VAN,VGK
1057,45385,TBL,TOR
1058,45385,NJD,NYR
1059,45385,EDM,DAL
1060,45385,VAN,ARI
1061,45385,SEA,LAK
1062,45386,BOS,CAR
1063,45386,NYI,CBJ
1064,45386,TBL,MTL
1065,45386,FLA,OTT
1066,45386,PIT,WSH
1067,45386,COL,MIN
1068,45386,STL,NSH
1069,45386,CGY,WPG
1070,45386,LAK,SJS
1071,45387,PHI,BUF
1072,45387,WSH,CAR
1073,45387,NYR,DET
1074,45387,COL,EDM
1075,45387,SEA,ANA
1076,45387,VGK,ARI
1077,45388,TBL,PIT
1078,45388,FLA,BOS
